"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 11- 27","1,296.95","1,301.95","1,308.60","1,297.65","","-0.46%"
"2023- 11- 24","1,302.97","1,301.22","1,308.83","1,296.65","","0.21%"
"2023- 11- 23","1,300.20","1,300.78","1,303.52","1,295.47","","-0.05%"
"2023- 11- 22","1,300.90","1,296.03","1,306.03","1,290.80","","0.49%"
"2023- 11- 21","1,294.52","1,288.51","1,296.63","1,283.53","","0.59%"
"2023- 11- 20","1,286.92","1,295.75","1,299.96","1,285.60","","-0.57%"
"2023- 11- 17","1,294.35","1,292.84","1,301.06","1,289.45","","0.16%"
"2023- 11- 16","1,292.34","1,305.11","1,310.16","1,287.60","","-0.94%"
"2023- 11- 15","1,304.61","1,305.10","1,308.53","1,296.81","","0.00%"
"2023- 11- 14","1,304.65","1,319.47","1,330.45","1,302.83","","-1.10%"
"2023- 11- 13","1,319.11","1,318.10","1,326.35","1,317.25","","0.20%"
"2023- 11- 10","1,316.51","1,318.27","1,321.94","1,314.06","","-0.04%"
"2023- 11- 09","1,317.04","1,309.11","1,318.70","1,302.31","","0.71%"
"2023- 11- 08","1,307.71","1,304.95","1,315.23","1,298.44","","0.25%"
"2023- 11- 07","1,304.49","1,299.31","1,313.16","1,298.60","","0.48%"
"2023- 11- 06","1,298.29","1,307.95","1,312.90","1,291.77","","-0.76%"
"2023- 11- 03","1,308.23","1,334.33","1,336.92","1,304.21","","-1.90%"
"2023- 11- 02","1,333.59","1,348.82","1,349.38","1,328.52","","-1.05%"
"2023- 11- 01","1,347.79","1,353.15","1,359.76","1,348.12","","-0.32%"
"2023- 10- 31","1,352.15","1,346.49","1,356.01","1,345.26","","0.48%"
"2023- 10- 30","1,345.63","1,357.05","1,357.45","1,345.52","","-0.68%"
"2023- 10- 27","1,354.91","1,353.57","1,358.34","1,347.76","","0.16%"
"2023- 10- 26","1,352.69","1,352.90","1,360.72","1,351.70","","0.02%"
"2023- 10- 25","1,352.44","1,344.34","1,354.15","1,343.22","","0.64%"
"2023- 10- 24","1,343.88","1,343.69","1,347.76","1,340.23","","0.13%"
"2023- 10- 23","1,342.12","1,350.34","1,355.31","1,342.70","","-0.52%"
"2023- 10- 20","1,349.08","1,357.11","1,359.78","1,349.18","","-0.51%"
"2023- 10- 19","1,356.02","1,355.48","1,360.86","1,352.65","","0.16%"
"2023- 10- 18","1,353.86","1,353.55","1,358.31","1,347.54","","0.07%"
"2023- 10- 17","1,352.98","1,348.25","1,357.92","1,347.13","","0.38%"
"2023- 10- 16","1,347.91","1,353.08","1,356.62","1,347.69","","-0.32%"
"2023- 10- 13","1,352.21","1,349.40","1,353.95","1,347.19","","0.24%"
"2023- 10- 12","1,348.96","1,339.54","1,351.63","1,335.28","","0.79%"
"2023- 10- 11","1,338.42","1,342.62","1,343.91","1,337.07","","-0.22%"
"2023- 10- 10","1,341.33","1,347.67","1,352.16","1,341.92","","-0.38%"
"2023- 10- 09","1,346.51","1,344.51","1,354.99","1,344.17","","0.14%"
"2023- 10- 06","1,344.61","1,346.34","1,357.10","1,342.78","","-0.08%"
"2023- 10- 05","1,345.72","1,352.55","1,354.43","1,344.94","","-0.44%"
"2023- 10- 04","1,351.62","1,362.05","1,364.12","1,350.01","","-0.70%"
"2023- 10- 03","1,361.08","1,357.14","1,363.75","1,354.97","","0.39%"
"2023- 10- 02","1,355.84","1,352.65","1,359.72","1,349.20","","0.26%"
"2023- 09- 29","1,352.31","1,350.56","1,353.68","1,341.73","","0.20%"
"2023- 09- 28","1,349.56","1,355.47","1,357.75","1,347.39","","-0.37%"
"2023- 09- 27","1,354.54","1,354.10","1,360.16","1,347.32","","0.12%"
"2023- 09- 26","1,352.93","1,339.69","1,354.97","1,337.31","","1.12%"
"2023- 09- 25","1,338.01","1,335.56","1,341.47","1,330.14","","0.30%"
"2023- 09- 22","1,334.03","1,339.57","1,341.81","1,330.74","","-0.37%"
"2023- 09- 21","1,339.00","1,333.44","1,344.65","1,331.67","","0.46%"
"2023- 09- 20","1,332.92","1,328.99","1,335.94","1,323.63","","0.32%"
"2023- 09- 19","1,328.62","1,324.05","1,329.47","1,319.43","","0.38%"
"2023- 09- 18","1,323.57","1,329.42","1,330.06","1,322.69","","-0.37%"
